data,a_vista_r,a_vista_us
1997-07-23,26.67,24.65
1997-07-24,26.67,24.65
1997-07-25,26.71,24.68
1997-07-28,26.74,24.7
1997-07-29,26.77,24.72
1997-07-30,26.75,24.71
1997-07-31,26.73,24.69
1997-08-01,26.7,24.65
1997-08-04,26.74,24.69
1997-08-05,26.64,24.58
1997-08-06,26.65,24.58
1997-08-07,26.54,24.48
1997-08-08,26.55,24.46
1997-08-11,26.51,24.42
1997-08-12,26.38,24.29
1997-08-13,26.27,24.19
1997-08-14,26.18,24.11
1997-08-15,26.11,24.02
1997-08-18,26.07,23.95
1997-08-19,26.11,23.97
1997-08-20,26.27,24.13
1997-08-21,26.29,24.16
1997-08-22,26.33,24.13
1997-08-25,26.44,24.23
1997-08-26,26.46,24.22
1997-08-27,26.4,24.17
1997-08-28,26.36,24.14
1997-08-29,26.35,24.13
1997-09-01,26.27,24.06
1997-09-02,26.23,24.02
1997-09-03,26.2,23.99
1997-09-04,26.09,23.89
1997-09-05,25.78,23.62
1997-09-08,25.77,23.62
1997-09-09,25.72,23.58
1997-09-10,25.72,23.57
1997-09-11,25.76,23.6
1997-09-12,25.74,23.57
1997-09-15,25.83,23.65
1997-09-16,25.9,23.7
1997-09-17,25.9,23.69
1997-09-18,25.92,23.7
1997-09-19,26.02,23.78
1997-09-22,26.09,23.84
1997-09-23,26.1,23.84
1997-09-24,26.14,23.87
1997-09-25,26.2,23.92
1997-09-26,26.26,23.97
1997-09-29,26.39,24.08
1997-09-30,26.39,24.08
1997-10-01,26.36,24.04
1997-10-02,26.37,24.04
1997-10-03,26.35,24.03
1997-10-06,26.36,24.03
1997-10-07,26.38,24.03
1997-10-08,26.42,24.07
1997-10-09,26.51,24.15
1997-10-10,26.6,24.22
1997-10-13,26.74,24.35
1997-10-14,26.89,24.48
1997-10-15,27.07,24.63
1997-10-16,27.25,24.79
1997-10-17,27.44,24.96
1997-10-20,27.64,25.14
1997-10-21,27.85,25.32
1997-10-22,27.88,25.33
1997-10-23,27.91,25.36
1997-10-24,27.92,25.36
1997-10-27,27.93,25.29
1997-10-28,27.87,25.32
1997-10-29,27.79,25.22
1997-10-30,27.79,25.12
1997-10-31,27.71,25.13
1997-11-03,27.39,24.84
1997-11-04,27.42,24.85
1997-11-05,27.39,24.82
1997-11-06,27.07,24.45
1997-11-07,27.08,24.47
1997-11-10,27,24.43
1997-11-11,26.97,24.41
1997-11-12,26.83,24.25
1997-11-13,26.83,24.22
1997-11-14,26.79,24.2
1997-11-17,26.56,24.02
1997-11-18,26.41,23.88
1997-11-19,26.37,23.8
1997-11-20,26.42,23.8
1997-11-21,26.53,23.91
1997-11-24,26.55,23.95
1997-11-25,26.7,24.06
1997-11-26,26.7,24.05
1997-11-27,26.78,24.17
1997-11-28,26.8,24.17
1997-12-01,26.99,24.34
1997-12-02,27.09,24.43
1997-12-03,27.26,24.56
1997-12-04,27.44,24.72
1997-12-05,27.46,24.73
1997-12-08,27.42,24.67
1997-12-09,27.4,24.65
1997-12-10,27.35,24.55
1997-12-11,27.34,24.52
1997-12-12,27.33,24.48
1997-12-15,27.28,24.52
1997-12-16,27.25,24.47
1997-12-17,27.11,24.34
1997-12-18,27.07,24.31
1997-12-19,27.08,24.31
1997-12-22,27.07,24.28
1997-12-23,27.06,24.28
1997-12-26,27.11,24.31
1997-12-29,27.12,24.33
1997-12-30,27.15,24.33
1998-01-02,27.19,24.36
1998-01-05,27.24,24.41
1998-01-06,27.2,24.37
1998-01-07,27.16,24.32
1998-01-08,27.14,24.24
1998-01-09,27.05,24.2
1998-01-12,26.97,24.12
1998-01-13,26.84,24.01
1998-01-14,26.57,23.72
1998-01-15,26.52,23.66
1998-01-16,26.44,23.58
1998-01-19,26.42,23.61
1998-01-20,26.33,23.51
1998-01-21,26.25,23.43
1998-01-22,26.22,23.4
1998-01-23,26.16,23.33
1998-01-26,26.03,23.22
1998-01-27,26.04,23.2
1998-01-28,26.04,23.2
1998-01-29,26.05,23.2
1998-01-30,26.11,23.25
1998-02-02,26.14,23.27
1998-02-03,26.22,23.33
1998-02-04,26.22,23.32
1998-02-05,26.31,23.4
1998-02-06,26.36,23.43
1998-02-09,26.38,23.45
1998-02-10,26.38,23.43
1998-02-11,26.41,23.45
1998-02-12,26.44,23.47
1998-02-13,26.42,23.44
1998-02-16,26.39,23.41
1998-02-17,26.47,23.46
1998-02-18,26.52,23.51
1998-02-19,26.54,23.51
1998-02-20,26.55,23.52
1998-02-25,26.59,23.54
1998-02-26,26.58,23.54
1998-02-27,26.61,23.55
1998-03-02,26.68,23.61
1998-03-03,26.7,23.63
1998-03-04,26.82,23.71
1998-03-05,26.9,23.78
1998-03-06,26.97,23.84
1998-03-09,27.03,23.88
1998-03-10,26.98,23.83
1998-03-11,26.75,23.63
1998-03-12,26.7,23.59
1998-03-13,26.7,23.57
1998-03-16,26.68,23.55
1998-03-17,26.68,23.55
1998-03-18,26.72,23.57
1998-03-19,26.7,23.54
1998-03-20,26.69,23.54
1998-03-23,26.7,23.53
1998-03-24,26.75,23.58
1998-03-25,26.78,23.59
1998-03-26,26.78,23.59
1998-03-27,26.79,23.58
1998-03-30,26.81,23.59
1998-03-31,26.82,23.59
1998-04-01,26.89,23.65
1998-04-02,26.92,23.68
1998-04-03,26.95,23.68
1998-04-06,27.03,23.73
1998-04-07,27.05,23.77
1998-04-08,27.07,23.77
1998-04-13,27.1,23.78
1998-04-14,27.14,23.81
1998-04-15,27.16,23.82
1998-04-16,27.14,23.79
1998-04-17,27.09,23.74
1998-04-20,27.1,23.74
1998-04-22,26.97,23.61
1998-04-23,26.94,23.56
1998-04-24,26.9,23.53
1998-04-27,26.89,23.5
1998-04-28,26.84,23.43
1998-04-29,26.84,23.44
1998-04-30,26.86,23.49
1998-05-04,26.77,23.41
1998-05-05,26.79,23.41
1998-05-06,26.7,23.33
1998-05-07,26.49,23.14
1998-05-08,26.45,23.1
1998-05-11,26.54,23.16
1998-05-12,26.48,23.11
1998-05-13,26.46,23.06
1998-05-14,26.37,23
1998-05-15,26.36,22.99
1998-05-18,26.3,22.89
1998-05-19,26,22.65
1998-05-20,25.89,22.54
1998-05-21,25.87,22.49
1998-05-22,25.87,22.46
1998-05-25,25.85,22.43
1998-05-26,25.71,22.29
1998-05-27,25.71,22.34
1998-05-28,25.73,22.38
1998-05-29,25.93,22.54
1998-06-01,26.01,22.59
1998-06-02,26.06,22.64
1998-06-03,26.12,22.69
1998-06-04,26.08,22.66
1998-06-05,26.1,22.65
1998-06-08,26.14,22.68
1998-06-09,26.07,22.6
1998-06-10,26.05,22.58
1998-06-12,26.12,22.62
1998-06-15,26.15,22.66
1998-06-16,26.13,22.63
1998-06-17,26.18,22.66
1998-06-18,26.16,22.64
1998-06-19,26.14,22.64
1998-06-22,26.13,22.63
1998-06-23,26.16,22.66
1998-06-24,26.24,22.7
1998-06-25,26.28,22.74
1998-06-26,26.33,22.77
1998-06-29,26.28,22.72
1998-06-30,26.3,22.74
1998-07-01,26.34,22.77
1998-07-02,26.32,22.76
1998-07-03,26.35,22.77
1998-07-06,26.36,22.76
1998-07-07,26.36,22.76
1998-07-08,26.35,22.66
1998-07-10,26.37,22.74
1998-07-13,26.62,22.87
1998-07-14,26.72,22.98
1998-07-15,26.73,23
1998-07-16,26.79,23.06
1998-07-17,26.89,23.17
1998-07-20,26.93,23.21
1998-07-21,26.97,23.24
1998-07-22,27.12,23.32
1998-07-23,27.18,23.31
1998-07-24,27.25,23.34
1998-07-27,27.36,23.49
1998-07-28,27.38,23.48
1998-07-29,27.39,23.57
1998-07-30,27.48,23.64
1998-07-31,27.55,23.69
1998-08-03,27.56,23.67
1998-08-04,27.54,23.62
1998-08-05,27.47,23.53
1998-08-06,27.46,23.52
1998-08-07,27.49,23.54
1998-08-10,27.47,23.5
1998-08-11,27.48,23.51
1998-08-12,27.48,23.46
1998-08-13,27.43,23.42
1998-08-14,27.45,23.42
1998-08-17,27.22,23.2
1998-08-18,27.24,23.2
1998-08-19,27.25,23.21
1998-08-20,27.32,23.27
1998-08-21,27.36,23.28
1998-08-24,27.44,23.35
1998-08-25,27.66,23.54
1998-08-26,27.76,23.68
1998-08-27,27.9,23.72
1998-08-28,28.05,23.85
1998-08-31,28.16,23.96
1998-09-01,28.39,24.12
1998-09-02,28.43,24.16
1998-09-03,28.44,24.14
1998-09-04,28.5,24.19
1998-09-08,28.48,24.21
1998-09-09,28.25,23.96
1998-09-10,28.39,24.08
1998-09-11,28.44,24.12
1998-09-14,28.41,24.07
1998-09-15,28.54,24.19
1998-09-16,28.71,24.33
1998-09-17,28.82,24.45
1998-09-18,28.87,24.45
1998-09-21,28.9,24.46
1998-09-22,28.78,24.32
1998-09-23,28.67,24.23
1998-09-24,28.65,24.21
1998-09-25,28.68,24.21
1998-09-28,28.61,24.15
1998-09-29,28.47,24.04
1998-09-30,28.49,24.03
1998-10-01,28.28,24
1998-10-02,28.28,23.87
1998-10-05,28.15,23.76
1998-10-06,28.1,23.76
1998-10-07,28.05,23.73
1998-10-08,27.91,23.57
1998-10-09,27.96,23.56
1998-10-13,27.87,23.47
1998-10-14,27.84,23.42
1998-10-15,27.68,23.29
1998-10-16,27.68,23.29
1998-10-19,27.51,23.12
1998-10-20,27.54,23.18
1998-10-21,27.44,23.06
1998-10-22,27.52,23.12
1998-10-23,27.49,23.08
1998-10-26,27.55,23.13
1998-10-27,27.57,23.13
1998-10-28,27.59,23.15
1998-10-29,27.61,23.18
1998-10-30,27.72,23.24
1998-11-03,27.74,23.28
1998-11-04,27.65,23.23
1998-11-05,27.82,23.41
1998-11-06,27.83,23.43
1998-11-09,27.86,23.42
1998-11-10,27.88,23.41
1998-11-11,27.92,23.46
1998-11-12,28.06,23.56
1998-11-13,28.06,23.57
1998-11-16,28.09,23.59
1998-11-17,28.1,23.61
1998-11-18,28.14,23.59
1998-11-19,28.14,23.54
1998-11-20,28.21,23.58
1998-11-23,28.32,23.69
1998-11-24,28.33,23.66
1998-11-25,28.43,23.71
1998-11-26,28.44,23.7
1998-11-27,28.46,23.71
1998-11-30,28.6,23.8
1998-12-01,28.56,23.77
1998-12-02,28.51,23.75
1998-12-03,28.38,23.61
1998-12-04,28.21,23.46
1998-12-07,28.19,23.44
1998-12-08,28.12,23.36
1998-12-09,28.05,23.31
1998-12-10,27.98,23.28
1998-12-11,27.89,23.15
1998-12-14,27.76,23.04
1998-12-15,27.73,23.03
1998-12-16,27.69,22.99
1998-12-17,27.93,23.15
1998-12-18,27.96,23.18
1998-12-21,27.96,23.17
1998-12-22,28.1,23.28
1998-12-23,28.12,23.29
1998-12-28,28.24,23.38
1998-12-29,28.21,23.35
1998-12-30,28.3,23.42
1999-01-04,28.24,23.39
1999-01-05,28.19,23.33
1999-01-06,28.19,23.31
1999-01-07,28.24,23.34
1999-01-08,28.2,23.3
1999-01-11,28.26,23.34
1999-01-12,28.28,23.35
1999-01-13,28.26,21.41
1999-01-14,28.29,21.43
1999-01-15,28.34,19.68
1999-01-18,28.51,17.93
1999-01-19,28.7,18.32
1999-01-20,28.72,18.18
1999-01-21,29.07,17
1999-01-22,29.37,16.98
1999-01-26,30.32,16.48
1999-01-27,30.7,16.07
1999-01-28,31.09,15.94
1999-01-29,31.25,14.95
1999-02-01,31.87,16.6
1999-02-02,32.4,18.41
1999-02-03,31.51,17.41
1999-02-04,30.95,17.1
1999-02-05,30.5,16.67
1999-02-08,30.35,15.89
1999-02-09,30.21,15.82
1999-02-10,30.27,16.02
1999-02-11,30.44,15.85
1999-02-12,30.55,15.99
1999-02-17,31.16,16.23
1999-02-18,31.38,16.34
1999-02-19,31.4,16.19
1999-02-22,31.45,15.96
1999-02-23,31.33,15.59
1999-02-24,31.27,15.33
1999-02-25,31.27,15.25
1999-02-26,31.41,15.32
1999-03-01,31.43,14.62
1999-03-02,31.53,14.6
1999-03-03,31.37,14.39
1999-03-04,31.51,15.22
1999-03-05,31.54,15.89
1999-03-08,31.6,15.96
1999-03-09,31.55,16.69
1999-03-10,31.62,16.91
1999-03-11,31.82,16.66
1999-03-12,31.78,16.55
1999-03-15,31.71,16.96
1999-03-16,31.61,16.86
1999-03-17,31.57,16.79
1999-03-18,31.49,16.98
1999-03-19,31.42,16.99
1999-03-22,31.36,17
1999-03-23,31.32,16.93
1999-03-24,31.23,16.88
1999-03-25,31.28,17.42
1999-03-26,31.22,17.64
1999-03-29,31.33,17.8
1999-03-30,31.46,17.98
1999-03-31,31.47,18.29
1999-04-05,31.55,18.13
1999-04-06,31.51,18.16
1999-04-07,31.49,18.15
1999-04-08,31.43,18.32
1999-04-09,31.32,18.37
1999-04-12,31.12,18.36
1999-04-13,30.93,18.58
1999-04-14,30.84,18.36
1999-04-15,30.67,18.47
1999-04-16,30.59,18.21
1999-04-19,30.53,18.17
1999-04-20,30.44,17.6
1999-04-22,30.46,17.94
1999-04-23,30.39,17.93
1999-04-26,30.52,17.92
1999-04-27,30.52,17.85
1999-04-28,30.49,18.11
1999-04-29,30.52,18.26
1999-04-30,30.57,18.33
1999-05-03,30.36,18.12
1999-05-04,30.17,17.9
1999-05-05,30.13,17.9
1999-05-06,29.78,17.72
1999-05-07,29.7,17.89
1999-05-10,29.38,17.82
1999-05-11,28.96,17.47
1999-05-12,28.85,17.45
1999-05-13,28.99,17.52
1999-05-14,29.12,17.59
1999-05-17,29.1,17.45
1999-05-18,29.21,17.54
1999-05-19,29.53,17.66
1999-05-20,29.66,17.59
1999-05-21,29.72,17.48
1999-05-24,29.64,17.19
1999-05-25,29.56,17.08
1999-05-26,29.57,17.35
1999-05-27,29.68,17.26
1999-05-28,29.67,17.24
1999-05-31,29.69,17.24
1999-06-01,29.53,16.92
1999-06-02,29.59,17.03
1999-06-04,29.71,17.1
1999-06-07,29.5,16.94
1999-06-08,29.66,16.93
1999-06-09,29.65,16.95
1999-06-10,29.69,16.87
1999-06-11,29.72,16.67
1999-06-14,29.64,16.55
1999-06-15,29.65,16.66
1999-06-16,29.75,16.82
1999-06-17,29.74,17
1999-06-18,29.85,16.96
1999-06-21,29.89,16.91
1999-06-22,30.05,16.93
1999-06-23,30.11,16.85
1999-06-24,30.46,16.96
1999-06-25,30.68,17.08
1999-06-28,30.86,17.35
1999-06-29,30.97,17.48
1999-06-30,31.11,17.74
1999-07-01,31.22,17.62
1999-07-02,31.21,17.71
1999-07-05,31.32,17.73
1999-07-06,31.69,17.83
1999-07-07,31.87,17.87
1999-07-08,31.94,17.77
1999-07-12,32.02,17.45
1999-07-13,32.14,17.61
1999-07-14,32.16,17.66
1999-07-15,32.14,17.78
1999-07-16,32.27,17.96
1999-07-19,32.48,18.14
1999-07-20,32.49,17.91
1999-07-21,32.53,17.9
1999-07-22,32.66,17.99
1999-07-23,32.77,18
1999-07-26,32.82,17.99
1999-07-27,32.82,18.11
1999-07-28,32.88,18.35
1999-07-29,32.94,18.38
1999-07-30,33.03,18.33
1999-08-02,32.97,18.06
1999-08-03,33,18.14
1999-08-04,33.14,18.09
1999-08-05,33.08,17.89
1999-08-06,32.95,17.86
1999-08-09,32.97,17.69
1999-08-10,32.96,17.67
1999-08-11,32.65,17.56
1999-08-12,32.47,17.38
1999-08-13,32.35,17.25
1999-08-16,32.17,17.08
1999-08-17,32.2,17.14
1999-08-18,32.19,16.9
1999-08-19,32.32,16.68
1999-08-20,32.32,16.88
1999-08-23,32.51,17.36
1999-08-24,32.58,16.99
1999-08-25,32.6,16.8
1999-08-26,32.7,17.05
1999-08-27,32.83,16.9
1999-08-30,33,17.11
1999-08-31,32.97,17.18
1999-09-01,32.99,17.09
1999-09-02,33.25,17.34
1999-09-03,33.25,17.36
1999-09-06,33.38,17.53
1999-09-08,33.45,17.74
1999-09-09,33.6,17.94
1999-09-10,33.66,17.95
1999-09-13,33.8,17.85
1999-09-14,33.91,18.04
1999-09-15,34.15,18.16
1999-09-16,34.42,18.28
1999-09-17,34.54,18.39
1999-09-20,34.93,18.65
1999-09-21,35.38,18.79
1999-09-22,35.62,18.82
1999-09-23,36.47,19.18
1999-09-24,37.29,19.49
1999-09-27,38.6,20.05
1999-09-28,39.09,20.24
1999-09-29,39.27,20.4
1999-09-30,39.17,20.15
1999-10-01,38.99,20.12
1999-10-04,38.79,19.98
1999-10-05,38.85,19.9
1999-10-06,38.78,19.85
1999-10-07,38.91,20.09
1999-10-08,38.88,19.87
1999-10-11,38.94,19.97
1999-10-13,38.94,19.88
1999-10-14,39.22,19.93
1999-10-15,39.28,19.86
1999-10-18,39.76,19.9
1999-10-19,39.84,19.89
1999-10-20,39.85,20.02
1999-10-21,39.89,20.04
1999-10-22,40.19,20.36
1999-10-25,40.39,20.36
1999-10-26,40.62,20.36
1999-10-27,40.85,20.53
1999-10-28,40.93,20.73
1999-10-29,41.18,21.13
1999-11-01,41.29,21.25
1999-11-03,41.8,21.51
1999-11-04,42.17,21.95
1999-11-05,42.52,22.13
1999-11-08,42.77,22.17
1999-11-09,42.72,22.08
1999-11-10,42.96,22.26
1999-11-11,42.97,22.22
1999-11-12,42.84,22.14
1999-11-16,42.84,22.15
1999-11-17,42.06,21.78
1999-11-18,41.81,21.66
1999-11-19,41.67,21.57
1999-11-22,41.69,21.55
1999-11-23,40.86,21.14
1999-11-24,40.63,21.05
1999-11-25,40.49,21
1999-11-26,40.27,20.92
1999-11-29,40.26,20.95
1999-11-30,40.31,20.96
1999-12-01,40.43,21.12
1999-12-02,40.68,21.36
1999-12-03,41.25,21.96
1999-12-06,41.37,22.16
1999-12-07,41.33,22.22
1999-12-08,41.37,22.18
1999-12-09,41.21,22.05
1999-12-10,41.02,22.01
1999-12-13,40.25,21.74
1999-12-14,40.23,21.74
1999-12-15,40.36,21.84
1999-12-16,40.33,21.95
1999-12-17,40.42,22.36
1999-12-20,40.4,22.3
1999-12-21,40.46,22.16
1999-12-22,40.51,22.25
1999-12-23,40.63,22.18
1999-12-27,40.68,22.21
1999-12-28,40.69,22.22
1999-12-29,40.57,22.43
1999-12-30,40.71,22.54
2000-01-03,40.66,22.34
2000-01-04,40.65,21.87
2000-01-05,40.76,22.15
2000-01-06,40.78,22.11
2000-01-07,40.89,22.32
2000-01-10,41.02,22.59
2000-01-11,41.23,22.63
2000-01-12,41.28,22.56
2000-01-13,41.28,22.77
2000-01-14,41.34,22.89
2000-01-17,41.5,23.13
2000-01-18,41.45,23.12
2000-01-19,41.49,23.14
2000-01-20,41.53,23.29
2000-01-21,41.57,23.43
2000-01-24,41.6,23.45
2000-01-25,41.33,23.26
2000-01-26,41.25,23.17
2000-01-27,41.15,23.11
2000-01-28,40.9,22.73
2000-01-31,40.73,22.84
2000-02-01,40.68,22.73
2000-02-02,40.53,22.68
2000-02-03,40.4,22.62
2000-02-04,40.33,22.8
2000-02-07,40.3,22.77
2000-02-08,40.14,22.73
2000-02-09,40.04,22.64
2000-02-10,40.2,22.76
2000-02-11,40.12,22.67
2000-02-14,40.17,22.66
2000-02-15,40,22.49
2000-02-16,39.73,22.39
2000-02-17,39.77,22.42
2000-02-18,39.57,22.24
2000-02-21,39.34,22.11
2000-02-22,38.53,21.56
2000-02-23,38.16,21.39
2000-02-24,37.92,21.33
2000-02-25,37.85,21.37
2000-02-28,37.15,20.89
2000-02-29,36.96,20.89
2000-03-01,36.46,20.66
2000-03-02,36.49,20.76
2000-03-03,36.46,20.87
2000-03-08,36.75,21.09
2000-03-09,37.02,21.26
2000-03-10,37.08,21.25
2000-03-13,37.02,21.2
2000-03-14,37.31,21.48
2000-03-15,37.56,21.59
2000-03-16,37.9,21.81
2000-03-17,37.85,21.75
2000-03-20,38.23,22
2000-03-21,38.48,22.14
2000-03-22,38.76,22.4
2000-03-23,38.87,22.6
2000-03-24,39.09,22.54
2000-03-27,39.02,22.32
2000-03-28,39.06,22.41
2000-03-29,39.01,22.34
2000-03-30,38.85,22.21
2000-03-31,38.82,22.34
2000-04-03,38.56,22.12
2000-04-04,38.21,21.86
2000-04-05,38.09,21.8
2000-04-06,38.18,21.87
2000-04-07,38.3,21.99
2000-04-10,38.12,21.89
2000-04-11,37.9,21.73
2000-04-12,37.76,21.53
2000-04-13,37.49,21
2000-04-14,37.28,20.9
2000-04-17,37.18,20.94
2000-04-18,37.43,21.23
2000-04-19,37.57,21.15
2000-04-20,37.56,21.03
2000-04-24,37.83,21.06
2000-04-25,37.77,21.1
2000-04-26,37.66,20.9
2000-04-27,37.52,20.77
2000-04-28,37.47,20.73
2000-05-02,37.47,20.78
2000-05-03,37.22,20.47
2000-05-04,37.12,20.48
2000-05-05,37.19,20.64
2000-05-08,37.15,20.55
2000-05-09,36.92,20.38
2000-05-10,36.74,20.2
2000-05-11,36.5,20
2000-05-12,36.43,19.83
2000-05-15,36.08,19.76
2000-05-16,35.99,19.77
2000-05-17,35.88,19.61
2000-05-18,35.85,19.55
2000-05-19,35.64,19.38
2000-05-22,35.46,19.16
2000-05-23,35.31,19.02
2000-05-24,35.43,19.24
2000-05-25,35.54,19.23
2000-05-26,36.12,19.67
2000-05-29,36.17,19.65
2000-05-30,36.44,19.9
2000-05-31,36.73,20.12
2000-06-01,36.93,20.32
2000-06-02,37.18,20.63
2000-06-05,37.61,20.99
2000-06-06,38,21.11
2000-06-07,38.23,21.29
2000-06-08,38.49,21.33
2000-06-09,38.52,21.34
2000-06-12,38.8,21.47
2000-06-13,38.87,21.46
2000-06-14,38.91,21.5
2000-06-15,38.96,21.5
2000-06-16,38.93,21.58
2000-06-19,38.92,21.56
2000-06-20,38.93,21.62
2000-06-21,39.1,21.58
2000-06-23,39.22,21.48
2000-06-26,39.48,21.65
2000-06-27,39.67,21.76
2000-06-28,39.81,21.86
2000-06-29,39.94,22.05
2000-06-30,40.05,22.15
2000-07-03,40.23,22.18
2000-07-04,40.32,22.28
2000-07-05,40.14,22.25
2000-07-06,40.09,22.26
2000-07-07,40.17,22.32
2000-07-10,40.15,22.34
2000-07-11,40.12,22.24
2000-07-12,39.95,22.16
2000-07-13,39.81,21.97
2000-07-14,39.77,22.03
2000-07-17,39.41,21.93
2000-07-18,39.39,21.92
2000-07-19,39.39,21.82
2000-07-20,39.55,22.01
2000-07-21,39.85,22.18
2000-07-24,40.05,22.35
2000-07-25,40.54,22.64
2000-07-26,40.83,22.81
2000-07-27,41.19,23.14
2000-07-28,41.52,23.25
2000-07-31,41.81,23.43
2000-08-01,41.8,23.36
2000-08-02,41.53,23.12
2000-08-03,41.51,23.12
2000-08-04,41.52,23.17
2000-08-07,41.46,23.07
2000-08-08,41.49,23.13
2000-08-09,41.5,23.08
2000-08-10,41.64,23.18
2000-08-11,41.66,23.12
2000-08-14,41.64,23.06
2000-08-15,41.66,23.09
2000-08-16,41.69,22.99
2000-08-17,41.7,23.07
2000-08-18,41.79,22.99
2000-08-21,41.64,22.86
2000-08-22,41.52,22.85
2000-08-23,41.57,22.81
2000-08-24,41.54,22.83
2000-08-25,41.62,22.82
2000-08-28,41.68,22.75
2000-08-29,41.7,22.81
2000-08-30,41.39,22.69
2000-08-31,41.2,22.58
2000-09-01,41.24,22.6
2000-09-04,41.01,22.45
2000-09-05,40.98,22.47
2000-09-06,40.86,22.44
2000-09-08,40.67,22.36
2000-09-11,40.52,22.24
2000-09-12,40.34,22.05
2000-09-13,40.21,21.96
2000-09-14,40.24,21.89
2000-09-15,40.31,21.84
2000-09-18,40.29,21.68
2000-09-19,40.49,21.85
2000-09-20,40.69,21.91
2000-09-21,40.95,22.09
2000-09-22,41.41,22.42
2000-09-25,41.67,22.56
2000-09-26,41.82,22.59
2000-09-27,41.95,22.66
2000-09-28,41.95,22.75
2000-09-29,42.12,22.83
2000-10-02,42.14,22.75
2000-10-03,42.31,22.85
2000-10-04,42.39,22.86
2000-10-05,42.17,22.81
2000-10-06,42.2,22.74
2000-10-09,42.25,22.79
2000-10-10,42.21,22.74
2000-10-11,42.3,22.76
2000-10-13,42.4,22.64
2000-10-16,42.55,22.77
2000-10-17,42.59,22.74
2000-10-18,42.58,22.71
2000-10-19,42.63,22.71
2000-10-20,42.73,22.65
2000-10-23,42.99,22.68
2000-10-24,42.9,22.45
2000-10-25,42.81,22.25
2000-10-26,42.58,21.98
2000-10-27,42.34,22.1
2000-10-30,42.32,22.08
2000-10-31,42.35,22.28
2000-11-01,42.2,21.99
2000-11-03,42.17,21.7
2000-11-06,42.09,21.73
2000-11-07,41.89,21.44
2000-11-08,41.75,21.23
2000-11-09,41.62,21.18
2000-11-10,41.43,21.28
2000-11-13,41.21,21.1
2000-11-14,41.18,21.09
2000-11-16,41.14,21.09
2000-11-17,41.15,20.92
2000-11-20,41.17,21.48
2000-11-21,41.36,21.54
2000-11-22,41.41,21.43
2000-11-23,41.56,21.28
2000-11-24,41.7,21.3
2000-11-27,41.58,21.09
2000-11-28,41.71,21.19
2000-11-29,41.7,21.32
2000-11-30,41.7,21.05
2000-12-01,41.69,21.13
2000-12-04,41.31,20.88
2000-12-05,41.15,21
2000-12-06,40.81,20.65
2000-12-07,40.71,20.61
2000-12-08,40.75,20.69
2000-12-11,40.11,20.38
2000-12-12,40.1,20.35
2000-12-13,40.01,20.45
2000-12-14,39.81,20.27
2000-12-15,39.78,20.25
2000-12-18,39.94,20.42
2000-12-19,40.24,20.6
2000-12-20,40.41,20.63
2000-12-21,40.62,20.79
2000-12-22,40.8,20.83
2000-12-26,40.84,20.83
2000-12-27,40.92,20.87
2000-12-28,40.87,20.94
2001-01-02,40.33,20.78
2001-01-03,40.35,20.89
2001-01-04,40.09,20.65
2001-01-05,40.11,20.51
2001-01-08,40.04,20.52
2001-01-09,40.02,20.58
2001-01-10,39.97,20.55
2001-01-11,39.97,20.44
2001-01-12,40.02,20.53
2001-01-15,40.03,20.55
2001-01-16,39.98,20.47
2001-01-17,40.04,20.47
2001-01-18,40.12,20.51
2001-01-19,40.19,20.53
2001-01-22,40.1,20.49
2001-01-23,40.17,20.5
2001-01-24,40.21,20.4
2001-01-25,40.26,20.4
2001-01-26,40.24,20.36
2001-01-29,40.27,20.39
2001-01-30,40.26,20.47
2001-01-31,40.16,20.35
2001-02-01,40.12,20.17
2001-02-02,40.02,20.11
2001-02-05,39.31,19.62
2001-02-06,39.05,19.52
2001-02-07,38.94,19.41
2001-02-08,38.9,19.53
2001-02-09,38.82,19.6
2001-02-12,38.59,19.46
2001-02-13,38.93,19.59
2001-02-14,39.18,19.7
2001-02-15,39.6,19.92
2001-02-16,39.92,20
2001-02-19,40.07,20.02
2001-02-20,40.21,19.99
2001-02-21,40.26,19.68
2001-02-22,40.17,19.65
2001-02-23,40.14,19.7
2001-02-28,40.13,19.62
2001-03-01,40.09,19.62
2001-03-02,40.04,19.74
2001-03-05,40.05,19.81
2001-03-06,39.86,19.59
2001-03-07,39.98,19.58
2001-03-08,39.99,19.48
2001-03-09,39.81,19.46
2001-03-12,39.68,19.28
2001-03-13,39.54,19.17
2001-03-14,39.56,19.05
2001-03-15,39.64,18.9
2001-03-16,39.65,18.63
2001-03-19,39.41,18.61
2001-03-20,39.46,18.94
2001-03-21,39.57,18.63
2001-03-22,39.83,18.42
2001-03-23,39.94,18.37
2001-03-26,39.9,18.69
2001-03-27,40.04,18.83
2001-03-28,40.08,18.84
2001-03-29,40.08,18.63
2001-03-30,40.38,18.75
2001-04-02,40.83,18.84
2001-04-03,40.81,18.75
2001-04-04,41.13,18.91
2001-04-05,41.37,19.21
2001-04-06,41.33,19.08
2001-04-09,41.45,19.2
2001-04-10,41.58,19.44
2001-04-11,41.74,19.37
2001-04-12,41.82,19.41
2001-04-16,42.09,19.16
2001-04-17,42.12,19.16
2001-04-18,42.21,19.34
2001-04-19,42.23,19.28
2001-04-20,42.15,18.58
2001-04-23,42.17,18.65
2001-04-24,42.14,18.61
2001-04-25,42.09,18.36
2001-04-26,41.79,18.65
