data,a_vista_r,a_vista_us
2018-02-23,146.4,45.17
2018-02-26,145.9,45.07
2018-02-27,146,44.96
2018-02-28,145.15,44.83
2018-03-01,145,44.53
2018-03-02,145.4,44.72
2018-03-05,145.85,44.92
2018-03-06,144.55,45.06
2018-03-07,146.1,45.02
2018-03-08,145.3,44.52
2018-03-09,144.6,44.49
2018-03-12,146.65,45.05
2018-03-13,145.65,44.62
2018-03-14,145,44.42
2018-03-15,144.7,43.97
2018-03-16,145.25,44.36
2018-03-19,145.75,44.34
2018-03-20,144.6,43.71
2018-03-21,144.4,44.15
2018-03-22,144.35,43.72
2018-03-23,143.3,43.24
2018-03-26,143.9,43.57
2018-03-27,144,43.24
2018-03-28,143,42.94
2018-03-29,143.5,43.47
2018-04-02,143.45,43.23
2018-04-03,144.05,43.18
2018-04-04,144.3,43.24
2018-04-05,144.3,43.16
2018-04-06,145.3,43.12
2018-04-09,144.45,42.47
2018-04-10,144.4,42.4
2018-04-11,143.1,42.35
2018-04-12,144.2,42.39
2018-04-13,143.15,41.82
2018-04-16,143.2,41.85
2018-04-17,143.5,42.16
2018-04-18,143.8,42.57
2018-04-19,143.35,42.3
2018-04-20,143.25,41.98
2018-04-23,143.2,41.53
2018-04-24,140.45,40.49
2018-04-25,142.1,40.75
2018-04-26,140.65,40.43
2018-04-27,141.65,40.92
2018-04-30,140.5,40.07
2018-05-02,144.1,40.61
2018-05-03,141.5,40.13
2018-05-04,145.1,41.2
2018-05-07,141.4,39.79
2018-05-08,140.55,39.36
2018-05-09,139.75,38.78
2018-05-10,139.7,39.4
2018-05-11,138.5,38.44
2018-05-14,138.65,38.25
2018-05-15,138.5,37.82
2018-05-16,139.3,37.87
2018-05-17,139.3,37.6
2018-05-18,140.05,37.42
2018-05-21,138.95,37.69
2018-05-22,139.8,38.41
2018-05-23,139.15,38.37
2018-05-24,140.3,38.48
2018-05-25,142.35,38.76
2018-05-28,142.35,38.76
2018-05-29,141.1,37.67
2018-05-30,142,37.97
2018-06-01,140.3,37.27
2018-06-04,138.95,37.15
2018-06-05,138.45,36.33
2018-06-06,137.35,35.97
2018-06-07,137.75,35.14
2018-06-08,138,37.13
2018-06-11,138.7,37.29
2018-06-12,137.5,37
2018-06-13,137.8,37.07
2018-06-14,138.4,36.45
2018-06-15,136.8,36.75
2018-06-18,138.7,37.01
2018-06-19,137.85,36.83
2018-06-20,138.2,36.59
2018-06-21,138.8,36.84
2018-06-22,139.95,37.06
2018-06-25,139.05,36.77
2018-06-26,137.8,36.3
2018-06-27,139.25,36.15
2018-06-28,140.05,36.26
2018-06-29,139.4,35.97
2018-07-02,139.6,35.69
2018-07-03,139.2,35.76
2018-07-04,139.5,35.66
2018-07-05,140.65,35.76
2018-07-06,139,35.59
2018-07-10,140.3,36.94
2018-07-11,141.1,36.37
2018-07-12,140.55,36.18
2018-07-13,141.7,36.79
2018-07-16,141.8,36.73
2018-07-17,140.7,36.63
2018-07-18,142.5,37.18
2018-07-19,141.95,36.72
2018-07-20,144.6,38.24
2018-07-23,144.15,38.07
2018-07-24,142.85,38.15
2018-07-25,143.7,38.77
2018-07-26,143.6,38.39
2018-07-27,143.55,38.66
2018-07-30,143.5,38.49
2018-07-31,141.7,37.75
2018-08-01,144.95,38.61
2018-08-02,144.45,38.45
2018-08-03,144.05,38.88
2018-08-06,144.1,38.64
2018-08-07,143.7,38.19
2018-08-08,144.95,38.45
2018-08-09,144.85,38.12
2018-08-10,145.45,37.7
2018-08-13,144.85,37.13
2018-08-14,144.3,37.33
2018-08-15,142.65,36.57
2018-08-16,144.8,37.11
2018-08-17,144.95,36.99
2018-08-20,144.4,36.48
2018-08-21,142.55,35.43
2018-08-22,144.75,35.67
2018-08-23,143.45,34.86
2018-08-24,146,35.58
2018-08-27,146.25,35.8
2018-08-28,146.1,35.26
2018-08-29,146,35.45
2018-08-30,146.2,35.14
2018-08-31,146.8,36.09
2018-09-03,147.85,35.64
2018-09-04,147.6,35.52
2018-09-05,146.65,35.49
2018-09-06,148.2,36.01
2018-09-10,147.65,36.06
2018-09-11,148.9,35.79
2018-09-12,149,35.93
2018-09-13,149.8,35.68
2018-09-14,149.5,35.89
2018-09-17,149.8,36.36
2018-09-18,150.6,36.46
2018-09-19,151,36.61
2018-09-20,149.9,36.78
2018-09-21,151,37.38
2018-09-24,150.1,36.77
2018-09-25,151,36.98
2018-09-26,151.4,37.61
2018-09-27,152.1,38.15
2018-09-28,151.8,37.55
2018-10-01,152,37.81
2018-10-02,150.65,38.33
2018-10-03,149,38.22
2018-10-04,150.6,38.7
2018-10-05,149.25,38.62
2018-10-08,150.05,39.9
2018-10-09,150.6,40.59
2018-10-10,148.05,39.4
2018-10-11,146.8,38.94
2018-10-15,149.25,39.95
2018-10-16,150.4,40.43
2018-10-17,148.55,40.34
2018-10-18,149.3,40.25
2018-10-19,146.7,39.55
2018-10-22,147.95,40.09
2018-10-23,146.05,39.49
2018-10-24,147.3,39.45
2018-10-25,147.95,39.99
2018-10-26,147.5,40.43
2018-10-29,147.55,39.78
2018-10-30,147.65,39.96
2018-10-31,145.15,39.13
2018-11-01,145.1,39.34
2018-11-05,146.1,39.28
2018-11-06,144.95,38.61
2018-11-07,146.15,39.07
2018-11-08,144.7,38.66
2018-11-09,145.45,38.93
2018-11-12,144.9,38.64
2018-11-13,145.05,37.97
2018-11-14,144.6,38.17
2018-11-16,146.7,39.27
2018-11-19,147.1,39.09
2018-11-20,146.3,38.92
2018-11-21,145.3,38.39
2018-11-22,146.4,38.48
2018-11-23,147.95,38.77
2018-11-26,147.75,37.85
2018-11-27,148.55,38.22
2018-11-28,146.3,38.09
2018-11-29,147.5,38.28
2018-11-30,148.3,38.44
2018-12-03,147.55,38.53
2018-12-04,147.4,38.19
2018-12-05,148.8,38.46
2018-12-06,149.25,38.38
2018-12-07,149.65,38.55
2018-12-10,149.65,38.15
2018-12-11,150.25,38.37
2018-12-12,150,38.96
2018-12-13,149.2,38.48
2018-12-14,150.55,38.57
2018-12-17,149.9,38.49
2018-12-18,149.05,38.21
2018-12-19,151.1,39
2018-12-20,153.5,39.86
2018-12-21,152.15,39.1
2018-12-26,151,38.53
2018-12-27,151.3,38.81
2018-12-28,153.4,39.59
2019-01-02,149,39.06
2019-01-03,150.6,40.1
2019-01-04,154.7,41.65
2019-01-07,152.7,40.95
2019-01-08,151.15,40.74
2019-01-09,153.1,41.55
2019-01-10,149.05,40.08
2019-01-11,151.1,40.67
2019-01-14,151.85,41.08
2019-01-15,152.45,40.88
2019-01-16,151.45,40.61
2019-01-17,153.3,40.97
2019-01-18,154.05,41
2019-01-21,153.05,40.7
2019-01-22,151.5,39.9
2019-01-23,153.6,40.78
2019-01-24,154.7,41.03
2019-01-25,152.55,40.54
2019-01-28,151.6,40.28
2019-01-29,152,40.82
2019-01-30,152.35,40.92
2019-01-31,153.3,41.99
2019-02-01,150.2,41.04
2019-02-04,149.35,40.68
2019-02-05,148.5,40.54
2019-02-06,152.3,41.15
2019-02-07,149.1,40.23
2019-02-08,149.6,40.06
2019-02-11,148.5,39.49
2019-02-12,151.6,40.9
2019-02-13,151.5,40.37
2019-02-14,149.65,39.98
2019-02-15,150.2,40.55
2019-02-18,150.9,40.41
2019-02-19,149.65,40.37
2019-02-20,149.7,40.17
2019-02-21,151.3,40.31
2019-02-22,149.7,40.08
2019-02-25,151.9,40.63
2019-02-26,150.95,40.27
2019-02-27,152.75,40.96
2019-02-28,150.2,40.05
2019-03-01,150.05,39.76
2019-03-06,150.3,39.16
2019-03-07,151.35,38.84
2019-03-08,151.55,39.18
2019-03-11,151,39.31
2019-03-12,151.9,39.86
2019-03-13,152,39.93
2019-03-14,152.2,39.57
2019-03-15,152,39.81
2019-03-18,154.3,40.72
2019-03-19,152.4,40.27
2019-03-20,152.8,40.75
2019-03-21,152.6,40.22
2019-03-22,151.2,38.73
2019-03-25,155.3,40.24
2019-03-26,156.15,40.38
2019-03-27,154.75,39.18
2019-03-28,156.4,40
2019-03-29,157.05,40.11
2019-04-01,157.45,40.65
2019-04-02,156.85,40.68
2019-04-03,156.4,40.41
2019-04-04,158.7,41.2
2019-04-05,159.1,41.15
2019-04-08,157.7,40.99
2019-04-09,158.5,41.12
2019-04-10,158.8,41.59
2019-04-11,158.8,41.16
2019-04-12,158.1,40.67
2019-04-15,158,40.83
2019-04-16,156.9,40.26
2019-04-17,154,39.17
2019-04-18,159.2,40.51
2019-04-22,158.35,40.28
2019-04-23,155.9,39.75
2019-04-24,157.95,39.63
2019-04-25,157.15,39.74
2019-04-26,156.1,39.71
2019-04-29,154.25,39.14
2019-04-30,154.95,39.54
2019-05-02,153,38.64
2019-05-03,154.65,39.29
2019-05-06,152,38.41
2019-05-07,152.25,38.36
2019-05-08,152.3,38.76
2019-05-09,153.5,38.87
2019-05-10,151.25,38.38
2019-05-13,150.45,37.77
2019-05-14,154.6,38.91
2019-05-15,154.9,38.8
2019-05-16,150.75,37.33
2019-05-17,153.4,37.41
2019-05-20,154.3,37.62
2019-05-21,153.3,37.83
2019-05-22,151.05,37.37
2019-05-23,153.75,38.01
2019-05-24,150.8,37.57
2019-05-27,152,37.69
2019-05-28,151.45,37.7
2019-05-29,154.35,38.83
2019-05-30,153.25,38.54
2019-05-31,153.15,39.01
2019-06-03,154.45,39.64
2019-06-04,149.95,38.87
2019-06-05,145.5,37.31
2019-06-06,145.05,37.39
2019-06-07,144.85,37.41
2019-06-10,146.1,37.67
2019-06-11,145.95,37.94
2019-06-12,146,37.84
2019-06-13,147.4,38.23
2019-06-14,149.2,38.33
2019-06-17,150.35,38.54
2019-06-18,151.05,39.12
2019-06-19,151.5,39.32
2019-06-21,151.9,39.76
2019-06-24,151.15,39.53
2019-06-25,153.5,39.86
2019-06-26,153.95,40.01
2019-06-27,154.4,40.3
2019-06-28,156.85,40.89
2019-07-01,154.15,40.09
2019-07-02,152.4,39.55
2019-07-03,153.85,40.26
2019-07-04,151.6,39.96
2019-07-05,153.55,40.23
2019-07-08,153.3,40.28
2019-07-10,152.3,40.58
2019-07-11,151.9,40.51
2019-07-12,152.05,40.64
2019-07-15,154.5,41.12
2019-07-16,153.4,40.77
2019-07-17,152.9,40.68
2019-07-18,152.8,40.98
2019-07-19,153.85,41.06
2019-07-22,153.05,40.94
2019-07-23,153.9,40.79
2019-07-24,151.65,40.21
2019-07-25,153.7,40.63
2019-07-26,154.4,40.98
2019-07-29,152.7,40.41
2019-07-30,153.85,40.55
2019-07-31,152.8,40.23
2019-08-01,152.15,39.6
2019-08-02,153.55,39.53
2019-08-05,152.65,38.54
2019-08-06,154.05,38.94
2019-08-07,153.3,38.56
2019-08-08,152.9,38.96
2019-08-09,152.55,38.73
2019-08-12,153.6,38.61
2019-08-13,154.2,38.91
2019-08-14,152.45,37.76
2019-08-15,153.2,38.37
2019-08-16,154.2,38.55
2019-08-19,153.6,37.78
2019-08-20,154.5,38.24
2019-08-21,154.7,38.44
2019-08-22,155.05,38.08
2019-08-23,156.1,37.92
2019-08-26,156,37.58
2019-08-27,156.9,37.82
2019-08-28,157.7,37.95
2019-08-29,156.55,37.61
2019-08-30,157.05,38.02
2019-09-02,155.7,37.23
2019-09-03,157.05,37.58
2019-09-04,156.65,38.17
2019-09-05,156.7,38.21
2019-09-06,155.55,38.19
2019-09-09,155.8,38.03
2019-09-10,158.1,38.57
2019-09-11,157.9,38.86
2019-09-12,158.85,39.15
2019-09-13,157.3,38.45
2019-09-16,158.2,38.68
2019-09-17,160.4,39.31
2019-09-18,157.9,38.41
2019-09-19,158.45,38.12
2019-09-20,156.6,37.71
2019-09-23,160.6,38.5
2019-09-24,160.55,38.47
2019-09-25,158.6,38.17
2019-09-26,160.7,38.63
2019-09-27,160.7,38.68
2019-09-30,162.2,39.07
2019-10-01,161.6,38.82
2019-10-02,159.85,38.66
2019-10-03,160.3,39.25
2019-10-04,159.55,39.29
2019-10-07,159.7,38.93
2019-10-08,160.55,39.25
2019-10-09,160.35,39.17
2019-10-10,162.7,39.47
2019-10-11,159.95,39.16
2019-10-14,163.65,39.65
2019-10-15,161.65,38.88
2019-10-16,161.4,38.82
2019-10-17,163.15,39.22
2019-10-18,164.6,40
2019-10-21,163.9,39.64
2019-10-22,166.25,40.82
2019-10-23,166.45,41.28
2019-10-24,163.2,40.44
2019-10-25,166.5,41.54
2019-10-28,164.6,41.26
2019-10-29,166.9,41.76
2019-10-30,167.4,41.97
2019-10-31,170.7,42.55
2019-11-01,169.55,42.4
2019-11-04,167.25,41.73
2019-11-05,175.7,44.02
2019-11-06,177.45,43.44
2019-11-07,178.5,43.66
2019-11-08,181.9,43.77
2019-11-11,183.3,44.31
2019-11-12,184.25,44.18
2019-11-13,190.95,45.61
2019-11-14,199.25,47.55
2019-11-18,202.2,48.14
2019-11-19,204.05,48.62
2019-11-20,203.3,48.36
2019-11-21,227.4,54.19
2019-11-22,228.8,54.59
2019-11-25,229.1,54.39
2019-11-26,228.85,53.92
2019-11-27,231,54.26
2019-11-28,228.95,54.33
2019-11-29,231.35,54.63
2019-12-02,227.8,54.01
2019-12-03,219.45,52.15
2019-12-04,216.5,51.49
2019-12-05,209,49.93
2019-12-06,211.6,51.07
2019-12-09,208.9,50.54
2019-12-10,208.95,50.41
2019-12-11,207.4,50.18
2019-12-12,208.2,50.97
2019-12-13,216.65,52.75
2019-12-16,220.85,54.38
2019-12-17,216.45,53.26
2019-12-18,223.75,55.02
2019-12-19,204.3,50.31
2019-12-20,201.8,49.26
2019-12-23,209.6,51.44
2019-12-26,210.4,51.78
2019-12-27,198.85,49.12
2019-12-30,206.95,51.53
2020-01-02,192.95,47.96
2020-01-03,196.7,48.53
2020-01-06,196.4,48.24
2020-01-07,196.6,48.42
2020-01-08,196.7,48.58
2020-01-09,198.45,48.56
2020-01-10,196.25,48.09
2020-01-13,196.3,47.45
2020-01-14,193.95,46.97
2020-01-15,194.25,46.5
2020-01-16,192.15,45.82
2020-01-17,192.5,46.26
2020-01-20,192.6,45.98
2020-01-21,190.6,45.38
2020-01-22,194.05,46.46
2020-01-23,191.2,45.91
2020-01-24,187,44.67
2020-01-27,190.7,45.35
2020-01-28,189.7,45.23
2020-01-29,186.1,44.08
2020-01-30,191.1,44.85
2020-01-31,190.8,44.55
2020-02-03,196.2,46.18
2020-02-04,193.45,45.44
2020-02-05,192.85,45.44
2020-02-06,194.5,45.48
2020-02-07,195.4,45.24
2020-02-10,195.7,45.23
2020-02-11,194.15,44.88
2020-02-12,197.55,45.45
2020-02-13,195.55,45.02
2020-02-14,196.55,45.71
2020-02-17,197.05,45.55
2020-02-18,197.05,45.22
2020-02-19,193.1,44.2
2020-02-20,202.85,46.25
2020-02-21,198.4,45.19
2020-02-26,202.8,45.69
2020-02-27,202.05,45.2
2020-02-28,201.75,44.91
2020-03-02,204.15,45.52
2020-03-03,202.1,44.81
2020-03-04,202,44.12
2020-03-05,201.2,43.29
2020-03-06,203.25,43.91
2020-03-09,199.4,42.02
2020-03-10,202.7,43.65
2020-03-11,203.25,42.93
2020-03-12,204.35,42.41
2020-03-13,204.7,42.19
2020-03-16,204.7,42.19
2020-03-17,199.4,39.87
2020-03-18,187.4,35.85
2020-03-19,189.25,37.12
2020-03-20,197.85,39.19
2020-03-23,199.65,38.85
2020-03-24,195.05,38.31
2020-03-25,199.5,39.8
2020-03-26,201.85,40.34
2020-03-27,200.5,39.64
2020-03-30,202.5,39.13
2020-03-31,203.15,39.1
2020-04-01,203,38.59
2020-04-02,195.4,37.11
2020-04-03,200.65,37.75
2020-04-06,201,37.91
2020-04-07,199.9,38.32
2020-04-08,201.8,39.18
2020-04-09,198.05,38.83
2020-04-13,202.3,39.08
2020-04-14,199.1,38.38
2020-04-15,198.5,37.91
2020-04-16,200.55,38.13
2020-04-17,201.5,38.43
2020-04-20,196.45,37.02
2020-04-22,201,37.17
2020-04-23,196.7,35.74
2020-04-24,199.95,35.26
2020-04-27,200.05,35.04
2020-04-28,198.9,36.18
2020-04-29,197.7,36.9
2020-04-30,198.85,36.51
2020-05-04,200.35,36.17
2020-05-05,201.9,36.07
2020-05-06,199.95,35.07
2020-05-07,199.75,34.1
2020-05-08,201.3,35.02
2020-05-11,200.25,34.32
2020-05-12,198.7,33.9
2020-05-13,199.9,33.8
2020-05-14,199.35,34.15
2020-05-15,194.9,33.42
2020-05-18,194.9,33.42
2020-05-19,200.5,34.97
2020-05-20,202.15,35.61
2020-05-21,202,36.24
2020-05-22,203.55,36.48
2020-05-25,206.65,37.89
2020-05-26,204.3,38.26
2020-05-27,205.65,38.86
2020-05-28,203.4,37.93
2020-05-29,204.75,38.34
2020-06-01,204,37.93
2020-06-02,202.5,38.79
2020-06-03,203.65,40.18
2020-06-04,205.45,40.16
2020-06-05,202.65,40.79
2020-06-08,205.2,42.13
2020-06-09,206.4,42.32
2020-06-10,206.4,41.98
2020-06-12,205.25,40.57
2020-06-15,209.95,40.77
2020-06-16,208.6,39.92
2020-06-17,206.4,39.2
2020-06-18,212.35,39.43
2020-06-19,210.4,39.66
2020-06-22,214,40.62
2020-06-23,211.3,41.07
2020-06-24,218.95,41.19
2020-06-25,217.35,40.82
2020-06-26,218.35,39.93
2020-06-29,219.65,40.41
2020-06-30,218.4,40.15
2020-07-01,219.9,41.4
2020-07-02,219.65,41.04
2020-07-03,220.95,41.57
2020-07-06,220.95,41.36
2020-07-07,219.55,40.81
2020-07-08,218.75,40.93
2020-07-09,218.6,40.97
2020-07-10,218.6,40.97
2020-07-13,217.95,40.57
2020-07-14,221.9,41.55
2020-07-15,217.85,40.48
2020-07-16,222.25,41.74
2020-07-17,222.55,41.32
2020-07-20,215.3,40.36
2020-07-21,221.15,42.55
2020-07-22,221.65,43.31
2020-07-23,222.4,42.72
2020-07-24,223.45,42.9
2020-07-27,219.65,42.49
2020-07-28,226.4,43.94
2020-07-29,226.6,43.83
2020-07-30,227,44.03
2020-07-31,228.3,43.79
2020-08-03,227.8,42.73
2020-08-04,226.85,42.82
2020-08-05,226.25,42.7
2020-08-06,227.4,42.47
2020-08-07,225.45,41.6
2020-08-10,228.5,41.87
2020-08-11,227.2,42.04
2020-08-12,226.3,41.48
2020-08-13,227.85,42.43
2020-08-14,224.75,41.39
2020-08-17,227.4,41.32
2020-08-18,226.2,41.37
2020-08-19,227.2,41.14
2020-08-20,225.2,40.53
2020-08-21,229.25,40.88
2020-08-24,229.45,40.98
2020-08-25,228.6,41.38
2020-08-26,227.85,40.68
2020-08-27,234.25,42.06
2020-08-28,236.65,43.76
2020-08-31,237.6,43.39
2020-09-01,237.6,44.1
2020-09-02,238.95,44.61
2020-09-03,239.85,45.34
2020-09-04,240.45,45.32
2020-09-08,243.9,45.51
2020-09-09,247.1,46.72
2020-09-10,247.45,46.55
2020-09-11,245.65,46.05
2020-09-14,248.6,47.11
2020-09-15,247.5,46.82
2020-09-16,250.9,47.88
2020-09-17,250.5,47.82
2020-09-18,248,46.21
2020-09-21,249.85,46.24
2020-09-22,251.3,45.98
2020-09-23,254.2,45.58
2020-09-24,252.55,45.78
2020-09-25,255.65,46.11
2020-09-28,255.7,45.38
2020-09-29,256,45.42
2020-09-30,256.7,45.69
2020-10-01,256.8,45.44
2020-10-02,258.05,45.62
2020-10-05,257.7,46.34
2020-10-06,253.55,45.28
2020-10-07,258,45.93
2020-10-08,255.3,45.69
2020-10-09,261.6,47.29
2020-10-13,261.9,46.99
2020-10-14,263.35,47
2020-10-15,261.45,46.59
2020-10-16,263.65,46.71
2020-10-19,264.3,47.16
2020-10-20,266.45,47.6
2020-10-21,268.7,47.92
2020-10-22,269.65,48.17
2020-10-23,269.1,47.81
2020-10-26,270.5,48.09
2020-10-27,274.7,48.41
2020-10-28,268.8,46.8
2020-10-29,275.6,47.92
2020-10-30,278.4,48.43
2020-11-03,276.95,48.16
2020-11-04,277.65,49.04
2020-11-05,279.9,50.46
2020-11-06,287.85,53.42
2020-11-09,287.25,53.06
2020-11-10,288,53.54
2020-11-11,292,53.93
2020-11-12,288.55,52.79
2020-11-13,291.8,53.28
2020-11-16,290.55,53.49
2020-11-17,285.45,53.48
2020-11-18,282.15,52.79
2020-11-19,287.65,54.15
2020-11-20,287.05,53.43
2020-11-23,289.7,53.28
2020-11-24,286.9,53.28
2020-11-25,278.3,52.33
2020-11-26,285.25,53.52
2020-11-27,279.8,52.51
2020-11-30,283.75,53.01
2020-12-01,271.6,51.89
2020-12-02,274.3,52.3
2020-12-03,275.35,53.6
2020-12-04,271,52.85
2020-12-07,270.25,53.18
2020-12-08,266.8,52.02
2020-12-09,265.3,51.19
2020-12-10,263,52.21
2020-12-11,263,52.21
2020-12-14,259.7,50.82
2020-12-15,262.55,51.59
2020-12-16,265.15,51.73
2020-12-17,259,51.03
2020-12-18,255.3,50.19
2020-12-21,261.15,50.97
2020-12-22,262.8,50.88
2020-12-23,266.3,51.22
2020-12-28,270.3,51.59
2020-12-29,272.5,52.57
2020-12-30,267.15,51.51
2021-01-04,273.7,52.02
2021-01-05,276.9,52.61
2021-01-06,278.3,52.68
2021-01-07,280.1,52
2021-01-08,279.5,51.61
2021-01-11,284.7,51.85
2021-01-12,283.95,53.24
2021-01-13,285.95,53.95
2021-01-14,290.2,55.78
2021-01-15,287.9,54.46
2021-01-18,289.7,54.74
2021-01-19,292.35,54.64
2021-01-20,294.6,55.39
2021-01-21,297.05,55.46
2021-01-22,294.95,53.9
2021-01-25,294.95,53.9
2021-01-26,298,55.93
2021-01-27,297.85,55.19
2021-01-28,299.7,55.13
2021-01-29,299.85,54.69
2021-02-01,301,55.22
2021-02-02,301.05,56.19
2021-02-03,301.9,56.3
2021-02-04,300.1,55.02
2021-02-05,301.7,56.02
2021-02-08,301.5,56.12
2021-02-09,302.2,56.15
2021-02-10,299.95,55.76
2021-02-11,301.2,55.86
2021-02-12,303,56.34
2021-02-17,302.25,55.77
2021-02-18,303.75,55.84
2021-02-19,303.05,56.05
2021-02-22,302.45,55.58
2021-02-23,300.8,55.17
2021-02-24,299.5,55.13
2021-02-25,302.55,54.95
2021-02-26,303.15,54.32
2021-03-01,299.8,53.55
2021-03-02,301.5,53.22
2021-03-03,298.15,51.83
2021-03-04,303.95,53.67
2021-03-05,301.1,52.88
2021-03-08,307.5,53.3
2021-03-09,306.15,52.88
2021-03-10,308.8,54.6
2021-03-11,308.8,55.78
2021-03-12,310.5,55.81
2021-03-15,309.6,54.84
2021-03-16,309.9,55.23
2021-03-17,309.5,55.44
2021-03-18,313.5,56.4
2021-03-19,311.5,56.76
2021-03-22,315.2,57.17
2021-03-23,313.8,56.91
2021-03-24,310.8,55.37
2021-03-25,315.8,55.73
2021-03-26,314.45,54.73
2021-03-29,315.6,54.73
2021-03-30,313.1,54.48
2021-03-31,315.8,56.15
2021-04-01,316.1,55.4
2021-04-05,317.45,55.97
2021-04-06,318.95,56.98
2021-04-07,316.3,55.99
2021-04-08,316.8,56.85
2021-04-09,319.4,56.25
2021-04-12,316.45,55.28
2021-04-13,316.7,55.55
2021-04-14,320,56.4
2021-04-15,319.4,56.79
2021-04-16,312.6,55.96
2021-04-19,315.4,56.71
2021-04-20,315.85,56.84
2021-04-22,316.65,57.97
2021-04-23,315.4,57.4
2021-04-26,315.6,57.82
2021-04-27,313.4,57.35
2021-04-28,312.1,58.18
2021-04-29,313.7,58.59
2021-04-30,312.95,57.59
2021-05-03,314.2,57.95
2021-05-04,313.1,57.63
2021-05-05,307.5,57.31
2021-05-06,309.6,58.63
2021-05-07,311.45,59.64
2021-05-10,311.4,59.53
2021-05-11,312.1,59.74
2021-05-12,307.7,58.1
2021-05-13,311.85,58.85
2021-05-14,307,58.25
2021-05-17,303.2,57.58
2021-05-18,306.55,58.43
2021-05-19,309.35,58.2
2021-05-20,305.45,57.93
2021-05-21,312.4,58.41
2021-05-24,307.5,57.78
2021-05-25,309,57.9
2021-05-26,312.75,58.91
2021-05-27,314.6,59.89
2021-05-28,317.1,60.77
2021-05-31,316.15,60.51
2021-06-01,313,60.71
2021-06-02,307.9,60.47
2021-06-04,311.45,61.86
2021-06-07,308.75,61.3
2021-06-08,316.7,62.86
2021-06-09,315.85,62.3
2021-06-10,317.35,62.67
2021-06-11,319.45,62.39
2021-06-14,319.45,62.98
2021-06-15,317.35,62.93
2021-06-16,319.65,63.36
2021-06-17,318.9,63.48
2021-06-18,320.9,63.29
2021-06-21,318.25,63.37
2021-06-22,319.55,64.37
2021-06-23,319.9,64.43
2021-06-24,318.9,65.02
2021-06-25,319.45,64.51
2021-06-28,321.9,65.35
2021-06-29,319.65,64.73
2021-06-30,318.5,64.05
2021-07-01,316.2,62.64
2021-07-02,316.05,62.61
2021-07-05,318,62.56
2021-07-06,319.65,61.47
2021-07-07,319.2,60.99
2021-07-08,319.5,60.81
2021-07-12,319.15,61.73
2021-07-13,318,61.5
2021-07-14,320.7,63.23
2021-07-15,320.55,62.55
2021-07-16,321.85,62.86
2021-07-19,319.25,60.74
2021-07-20,319.5,61.22
2021-07-21,314.5,60.68
2021-07-22,317.5,60.95
2021-07-23,320.6,61.45
2021-07-26,321.5,62.13
2021-07-27,317.15,61.25
2021-07-28,316.85,61.96
2021-07-29,315.55,62.15
2021-07-30,319.9,61.55
2021-08-02,316.2,61.24
2021-08-03,315.4,60.85
2021-08-04,316.7,61.03
2021-08-05,319.2,61.35
2021-08-06,312.95,59.71
2021-08-09,318.6,60.82
2021-08-10,316.45,60.88
2021-08-11,318.65,60.95
2021-08-12,314.3,59.82
2021-08-13,317.35,60.53
2021-08-16,313.25,59.26
2021-08-17,319.3,60.61
2021-08-18,312.2,58.25
2021-08-19,314.7,58.11
2021-08-20,313.4,58.27
2021-08-23,313.75,58.4
2021-08-24,313,59.52
2021-08-25,313.4,60.15
2021-08-26,312.45,59.51
2021-08-27,310.85,59.82
2021-08-30,317.3,61.17
2021-08-31,313.4,60.56
2021-09-01,305.5,59.05
2021-09-02,305.1,58.84
2021-09-03,305.1,58.84
2021-09-06,305.1,58.84
2021-09-08,312.25,58.77
2021-09-09,305.95,57.65
2021-09-10,305.25,57.97
2021-09-13,310.6,59.38
2021-09-14,303.1,57.61
2021-09-15,295,56.28
2021-09-16,302.45,57.34
2021-09-17,302.75,57.31
2021-09-20,300.4,56.14
2021-09-21,300.6,56.91
2021-09-22,299.3,56.46
2021-09-23,298.8,56.29
2021-09-24,300.25,56.16
2021-09-27,304.45,56.59
2021-09-28,294.7,54.27
2021-09-29,294.8,54.33
2021-09-30,291.6,53.63
2021-10-01,292.25,54.49
2021-10-04,286.55,52.56
2021-10-05,283,51.75
2021-10-06,280.9,51.18
2021-10-07,282.7,51.37
2021-10-08,271.25,49.23
2021-10-11,271.25,49.23
2021-10-13,270.5,49.08
2021-10-14,271.55,49.19
2021-10-15,266.8,48.86
2021-10-18,267.8,48.57
2021-10-19,272.55,48.78
2021-10-20,262.9,47.39
2021-10-21,262.8,46.48
2021-10-22,260.2,46.13
2021-10-25,263.35,47.48
2021-10-26,257.25,46.21
2021-10-27,256.45,46.04
2021-10-28,254.1,45.15
2021-10-29,257.1,45.52
2021-11-01,263.95,46.54
2021-11-03,256.65,45.87
2021-11-04,267.75,47.68
2021-11-05,264.6,48.02
2021-11-08,267.85,48.27
2021-11-09,280.7,51.19
2021-11-10,291.2,52.99
2021-11-11,294.8,54.61
2021-11-12,301,55.18
2021-11-16,303.15,55.2
2021-11-17,304.8,55.16
2021-11-18,313,56.2
2021-11-19,314.15,56.06
2021-11-22,315.9,56.51
2021-11-23,316.9,56.51
2021-11-24,316.65,56.62
2021-11-25,317.9,57.15
2021-11-26,318.1,56.8
2021-11-29,321.8,57.31
2021-11-30,322.3,57.07
2021-12-01,321.6,56.77
2021-12-02,324.35,57.39
2021-12-03,312.95,55.13
2021-12-06,322.1,56.65
